index,file_path,true_class,predicted_class,predicted_confidence,secondary_class,secondary_confidence,confidence_band,rules_fired,if_then_reasoning,recommendation
1880,data/raw/test\Viral Pneumonia\VIRUS-8814390-0003.jpeg,Viral Pneumonia,Viral Pneumonia,0.7379,Bacterial Pneumonia,0.2388,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Bacterial Pneumonia as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Bacterial Pneumonia. Recommend clinical correlation and targeted follow-up review.
1881,data/raw/test\Viral Pneumonia\VIRUS-8841513-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.5374,Bacterial Pneumonia,0.4562,low,low_confidence_needs_manual_review | ambiguous_top2_overlap,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Viral Pneumonia vs Bacterial Pneumonia); treat as uncertain differential.
1882,data/raw/test\Viral Pneumonia\VIRUS-8871315-0003.jpeg,Viral Pneumonia,Viral Pneumonia,0.8088,Bacterial Pneumonia,0.1513,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Viral Pneumonia as primary diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Prediction strongly supports Viral Pneumonia. Continue with disease-specific confirmatory protocol.
1883,data/raw/test\Viral Pneumonia\VIRUS-8888277-0001.jpeg,Viral Pneumonia,Viral Pneumonia,0.7218,Bacterial Pneumonia,0.2737,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Bacterial Pneumonia as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Bacterial Pneumonia. Recommend clinical correlation and targeted follow-up review.
1884,data/raw/test\Viral Pneumonia\VIRUS-894333-0004.jpeg,Viral Pneumonia,Normal,0.6652,Viral Pneumonia,0.3054,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Normal as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Primary diagnosis is Normal with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1885,data/raw/test\Viral Pneumonia\VIRUS-9028120-0003.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.6299,Viral Pneumonia,0.3667,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1886,data/raw/test\Viral Pneumonia\VIRUS-9044719-0004.jpeg,Viral Pneumonia,Viral Pneumonia,0.6938,Bacterial Pneumonia,0.1665,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Bacterial Pneumonia as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Bacterial Pneumonia. Recommend clinical correlation and targeted follow-up review.
1887,data/raw/test\Viral Pneumonia\VIRUS-9084290-0003.jpeg,Viral Pneumonia,Normal,0.4469,Bacterial Pneumonia,0.3034,low,low_confidence_needs_manual_review | safety_alert_low_max_probability,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF max probability < low_confidence_alert THEN trigger safety alert and require manual confirmation. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1888,data/raw/test\Viral Pneumonia\VIRUS-9175020-0003.jpeg,Viral Pneumonia,Viral Pneumonia,0.7117,Bacterial Pneumonia,0.28,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Bacterial Pneumonia as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Bacterial Pneumonia. Recommend clinical correlation and targeted follow-up review.
1889,data/raw/test\Viral Pneumonia\VIRUS-9176009-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.7644,Bacterial Pneumonia,0.1934,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Bacterial Pneumonia as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Bacterial Pneumonia. Recommend clinical correlation and targeted follow-up review.
1890,data/raw/test\Viral Pneumonia\VIRUS-9243857-0001.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.8087,Viral Pneumonia,0.1911,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Bacterial Pneumonia as primary diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Prediction strongly supports Bacterial Pneumonia. Continue with disease-specific confirmatory protocol.
1891,data/raw/test\Viral Pneumonia\VIRUS-9248466-0001.jpeg,Viral Pneumonia,Viral Pneumonia,0.8098,Bacterial Pneumonia,0.1787,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Viral Pneumonia as primary diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Prediction strongly supports Viral Pneumonia. Continue with disease-specific confirmatory protocol.
1892,data/raw/test\Viral Pneumonia\VIRUS-9361906-0001.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.8312,Viral Pneumonia,0.1687,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Bacterial Pneumonia as primary diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Prediction strongly supports Bacterial Pneumonia. Continue with disease-specific confirmatory protocol.
1893,data/raw/test\Viral Pneumonia\VIRUS-9361906-0008.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.8305,Viral Pneumonia,0.1694,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Bacterial Pneumonia as primary diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Prediction strongly supports Bacterial Pneumonia. Continue with disease-specific confirmatory protocol.
1894,data/raw/test\Viral Pneumonia\VIRUS-9377680-0003.jpeg,Viral Pneumonia,Viral Pneumonia,0.9228,Bacterial Pneumonia,0.0454,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Viral Pneumonia as primary diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Prediction strongly supports Viral Pneumonia. Continue with disease-specific confirmatory protocol.
1895,data/raw/test\Viral Pneumonia\VIRUS-939876-0002.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.6191,Viral Pneumonia,0.3792,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
